EntrezGeneID	Annotation	GOterms
SymbC1.scaffold1.165.m1	arylsulfatase	GO:0008484|GO:0016829
SymbC1.scaffold1.1655.m1	HAMP domain-containing	GO:0003824|GO:0007165|GO:0016021
SymbC1.scaffold1.1656.m1	tryptophan-rich sensory	GO:0016021
SymbC1.scaffold1.1659.m1	serine threonine kinase	GO:0005515
SymbC1.scaffold1.1660.m1	pyrrolo-quinoline quinone	GO:0005515|GO:0017150|GO:0050660|GO:0008033|GO:0055114
SymbC1.scaffold1.1661.m1	Hcp1 family type VI secretion system effector	
SymbC1.scaffold1.1662.m1	DUF3419 family	GO:0008168
SymbC1.scaffold1.1664.m1	membrane-bound dehydrogenase domain	GO:0005525|GO:0003924|GO:0009055|GO:0003949|GO:0000105|GO:0020037
SymbC1.scaffold1.1665.m1	DUF1553 domain-containing	GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.1666.m1	DUF1592 domain-containing	
SymbC1.scaffold1.1667.m1	hypothetical protein AMS14_08835	GO:0005515|GO:0003824
SymbC1.scaffold1.1668.m1	LamG domain-containing protein	GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1.1669.m1	hypothetical protein AMK72_14065	
SymbC1.scaffold1.167.m1	energy transducer	GO:0003677|GO:0045892
SymbC1.scaffold1.1670.m1	DNA gyrase subunit B	GO:0009360|GO:0003677|GO:0005524|GO:0008408|GO:0003887|GO:0006260|GO:0005694|GO:0003918|GO:0006265
SymbC1.scaffold1.1671.m1	cysteine desulfurase	GO:0005524|GO:0006270|GO:0003824|GO:0043565|GO:0006275
SymbC1.scaffold1.1674.m1	undecaprenyl-diphosphate phosphatase	GO:0016020|GO:0050380|GO:0016311
SymbC1.scaffold1.1679.m1	DUF4147 domain-containing	GO:0042802|GO:0043130|GO:0008092|GO:0030674|GO:0008887
SymbC1.scaffold1.1683.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold1.1686.m1	type VI secretion system tip	
SymbC1.scaffold1.1687.m1	30S ribosomal S12 methylthiotransferase	GO:0018339|GO:0005737|GO:0051539|GO:0016740|GO:0006400
SymbC1.scaffold1.1690.m1	pantetheine-phosphate adenylyltransferase	GO:0015937|GO:0004595
SymbC1.scaffold1.1694.m1	tandem-95 repeat	GO:0005509
SymbC1.scaffold1.1698.m1	adenine phosphoribosyltransferase	GO:0003999|GO:0005737|GO:0009116|GO:0006168
SymbC1.scaffold1.1699.m1	Si-specific NAD(P)(+) transhydrogenase	GO:0016491|GO:0050660|GO:0045454|GO:0055114
SymbC1.scaffold1.1700.m1	threonine--tRNA ligase	GO:0003676|GO:0005524|GO:0005737|GO:0004829|GO:0006435
SymbC1.scaffold1.1705.m1	acetylxylan esterase	GO:0015940|GO:0005509|GO:0004592|GO:0008168|GO:0030246
SymbC1.scaffold1.1706.m1	glycosyl hydrolase	GO:0005515
SymbC1.scaffold1.171.m1	alpha beta hydrolase	
SymbC1.scaffold1.1715.m1	PKD domain-containing	GO:0005515|GO:0005509
SymbC1.scaffold1.1716.m1	DUF1592 domain-containing	GO:0009055|GO:0020037
SymbC1.scaffold1.1718.m1	minor capsid E	
SymbC1.scaffold1.1719.m1	DUF1320 domain-containing	
SymbC1.scaffold1.172.m1	iron ABC transporter	GO:0005887|GO:0003700|GO:0042626|GO:0046914|GO:0055085|GO:0006355|GO:0046983|GO:0043190
SymbC1.scaffold1.1725.m1	prepilin-type N-terminal cleavage methylation domain-containing	GO:0008565|GO:0015628|GO:0015627
SymbC1.scaffold1.1726.m1	general secretion pathway	GO:0016021|GO:0009306
SymbC1.scaffold1.1730.m1	class I SAM-dependent methyltransferase	GO:0016627|GO:0016717|GO:0006629|GO:0055114
SymbC1.scaffold1.1734.m1	toll interleukin-1 receptor domain-containing	GO:0005515|GO:0007165
SymbC1.scaffold1.1735.m1	hypothetical protein DWQ37_11855	GO:0005509
SymbC1.scaffold1.1737.m1	NA	
SymbC1.scaffold1.1738.m1	hypothetical protein	
SymbC1.scaffold1.1741.m1	beta-ketoacyl-[acyl-carrier- ] synthase family	GO:0003824
SymbC1.scaffold1.1744.m1	MULTISPECIES: sigma-70 family RNA polymerase sigma factor	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1.1745.m1	WD40 repeat	GO:0005524|GO:0005515|GO:0004672|GO:0006468
SymbC1.scaffold1.1749.m1	excinuclease ABC subunit	GO:0005515|GO:0050662|GO:0003824
SymbC1.scaffold1.175.m1	DUF1501 domain-containing	GO:0005515|GO:0003824
SymbC1.scaffold1.1750.m1	DNA polymerase 3 -5 exonuclease	GO:0005525|GO:0003677|GO:0006281|GO:0003887|GO:0004803|GO:0006313
SymbC1.scaffold1.1752.m1	D-tyrosyl-tRNA(Tyr) deacylase	GO:0051499|GO:0005737|GO:0002161
SymbC1.scaffold1.1753.m1	iron-sulfur cluster carrier	
SymbC1.scaffold1.1754.m1	RTX family calcium-binding	GO:0005515|GO:0008484
SymbC1.scaffold1.1755.m1	dihydroorotate dehydrogenase electron transfer subunit	GO:0001522|GO:0003723|GO:0016491|GO:0055114|GO:0009982|GO:0006523|GO:0004068
SymbC1.scaffold1.1757.m1	hypothetical protein	
SymbC1.scaffold1.1758.m1	ATP-binding	GO:0005524
SymbC1.scaffold1.1759.m1	NA	
SymbC1.scaffold1.1760.m1	phage tail tape measure	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold1.1761.m1	hypothetical protein A2V70_16465	
SymbC1.scaffold1.1763.m1	acyl carrier	GO:0006633
SymbC1.scaffold1.1767.m1	GTP-binding	GO:0016491|GO:0007154|GO:0005509|GO:0016021|GO:0055114
SymbC1.scaffold1.1768.m1	family ATPase	GO:0016887|GO:0005524|GO:0015694|GO:0016020|GO:0015097
SymbC1.scaffold1.1769.m1	GTP cyclohydrolase I	GO:0005737|GO:0003934|GO:0046654
SymbC1.scaffold1.1772.m1	DUF2309 domain-containing	GO:0008270|GO:0004089
SymbC1.scaffold1.1775.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold1.1777.m1	hypothetical protein	
SymbC1.scaffold1.1778.m1	Vitamin K-dependent gamma-carboxylase	
SymbC1.scaffold1.1780.m1	fluoride efflux transporter	GO:0016021
SymbC1.scaffold1.1781.m1	VWA domain-containing	GO:0000287|GO:0005524|GO:0004141|GO:0009102
SymbC1.scaffold1.1785.m1	flagellar hook-associated 3	GO:0044780|GO:0009424|GO:0005198|GO:0030288|GO:0071973|GO:0009428|GO:0009427|GO:0003774
SymbC1.scaffold1.1788.m1	DUF4976 domain-containing	GO:0008484
SymbC1.scaffold1.1789.m1	phosphohydrolase	GO:0005515|GO:0046872|GO:0003993
SymbC1.scaffold1.1792.m1	DNA cytosine methyltransferase	GO:0008168
SymbC1.scaffold1.1793.m1	family	GO:0009245|GO:0016410
SymbC1.scaffold1.1794.m1	alpha beta hydrolase	GO:0016787
SymbC1.scaffold1.1799.m1	PAS domain-containing	GO:0000155|GO:0000160|GO:0006355|GO:0016310
SymbC1.scaffold1.1800.m1	DUF1080 domain-containing	GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.1803.m1	NADH-quinone oxidoreductase subunit L	GO:0004536|GO:0008137|GO:0042773
SymbC1.scaffold1.1809.m1	VCBS repeat-containing	
SymbC1.scaffold1.1811.m1	aldehyde dehydrogenase	GO:0055114|GO:0016620
SymbC1.scaffold1.1817.m1	sigma-70 family RNA polymerase sigma factor	GO:0003677|GO:0016987|GO:0003700|GO:0005515|GO:0016627|GO:0050660|GO:0006355|GO:0006352|GO:0055114
SymbC1.scaffold1.1819.m1	B12-binding domain-containing radical SAM	GO:0003824|GO:0046872|GO:0031419|GO:0051536
SymbC1.scaffold1.1820.m1	aconitate hydratase	
SymbC1.scaffold1.1827.m1	polysaccharide pyruvyl transferase	GO:0006935|GO:0016020|GO:0008168|GO:0071973|GO:0009425|GO:0003774
SymbC1.scaffold1.1828.m1	flagellar motor	
SymbC1.scaffold1.1829.m1	motility A	
SymbC1.scaffold1.1830.m1	flagellar biosynthesis	GO:0071973
SymbC1.scaffold1.1836.m1	flagellar basal body rod	GO:0030694|GO:0071973
SymbC1.scaffold1.1837.m1	hypothetical protein A2498_04195	GO:0005515
SymbC1.scaffold1.1839.m1	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO:0016746|GO:0005509
SymbC1.scaffold1.1841.m1	type I glyceraldehyde-3-phosphate dehydrogenase	GO:0050661|GO:0008929|GO:0051287|GO:0019242|GO:0055114|GO:0006006|GO:0016620
SymbC1.scaffold1.1843.m1	phosphoenolpyruvate carboxylase	GO:0006099|GO:0015977|GO:0008964
SymbC1.scaffold1.1844.m1	glycosyltransferase family 1	GO:0016757|GO:0016021|GO:0006486
SymbC1.scaffold1.1845.m1	AAA family ATPase	GO:0000155|GO:0005515|GO:0000160|GO:0016310
SymbC1.scaffold1.1846.m1	ATP-dependent Clp protease ATP-binding subunit	GO:0005524|GO:0019538|GO:0005515
SymbC1.scaffold1.1847.m1	thiamine phosphate synthase	GO:0004789|GO:0009228
SymbC1.scaffold1.1856.m1	VWA domain-containing	
SymbC1.scaffold1.1859.m1	class 1 fructose-bisphosphatase	GO:0005975|GO:0042132
SymbC1.scaffold1.1863.m1	phospho phosphatase	
SymbC1.scaffold1.1864.m1	glucose-1-phosphate thymidylyltransferase	GO:0005524|GO:0046872|GO:0016787
SymbC1.scaffold1.1866.m1	ATP-dependent DNA ligase	
SymbC1.scaffold1.1871.m1	hypothetical protein DME25_10080	
SymbC1.scaffold1.1872.m1	hypothetical protein COB20_15520	
SymbC1.scaffold1.1873.m1	methyltransferase domain-containing	GO:0005515
SymbC1.scaffold1.1874.m1	leukotoxin family filamentous adhesin	GO:0005509|GO:0006508|GO:0004252
SymbC1.scaffold1.1875.m1	DUF2071 domain-containing	
SymbC1.scaffold1.1878.m1	thioredoxin domain-containing	GO:0003824
SymbC1.scaffold1.1880.m1	beta-galactosidase	GO:0055114|GO:0016620|GO:0016787
SymbC1.scaffold1.1885.m1	Na+ H+ antiporter family	GO:0000155|GO:0000160|GO:0016021|GO:0016310
SymbC1.scaffold1.1888.m1	N-acetylglucosamine-6-phosphate deacetylase	GO:0006044|GO:0008448
SymbC1.scaffold1.189.m1	radical SAM	GO:0003824|GO:0051536
SymbC1.scaffold1.1890.m1	sigma-70 family RNA polymerase sigma factor	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1.1893.m1	transmembrane prediction	
SymbC1.scaffold1.1899.m1	dihydroorotase	GO:0046872|GO:0004151|GO:0006221
SymbC1.scaffold1.1902.m1	ribosome small subunit-dependent GTPase A	GO:0003676|GO:0005525|GO:0003924
SymbC1.scaffold1.1904.m1	excinuclease ABC subunit	GO:0016887|GO:0003677|GO:0005524|GO:0009380|GO:0005515|GO:0006289
SymbC1.scaffold1.1912.m1	DUF4976 domain-containing	GO:0008484
SymbC1.scaffold1.1913.m1	teichoic acid biosynthesis	GO:0016787
SymbC1.scaffold1.1914.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold1.1915.m1	hypothetical protein Psta_1886	
SymbC1.scaffold1.1918.m1	bile acid:sodium symporter family	
SymbC1.scaffold1.1919.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold1.1920.m1	ABC transporter permease	
SymbC1.scaffold1.1928.m1	translational GTPase	GO:0005525|GO:0003924
SymbC1.scaffold1.1931.m1	prenyltransferase	GO:0008690
SymbC1.scaffold1.1935.m1	WD-40 repeat	GO:0005515
SymbC1.scaffold1.1943.m1	DUF1598 domain-containing	
SymbC1.scaffold1.1944.m1	DUF2063 domain-containing	GO:0005515
SymbC1.scaffold1.1946.m1	DEAD DEAH box helicase	GO:0003677|GO:0005524|GO:0016787
SymbC1.scaffold1.1948.m1	ATP-dependent DNA family	GO:0003676|GO:0005524|GO:0006281|GO:0043140|GO:0006260|GO:0006310
SymbC1.scaffold1.1949.m1	uroporphyrinogen-III C-methyltransferase	GO:0019354|GO:0008168|GO:0004852
SymbC1.scaffold1.1956.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold1.1959.m1	ATPase	GO:0016887|GO:0005524|GO:0016209|GO:0016491|GO:0045454|GO:0055114
SymbC1.scaffold1.1962.m1	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase 5-amino-6-(5-phosphoribosylamino)uracil reductase	GO:0050661|GO:0008703|GO:0008835|GO:0009231|GO:0055114
SymbC1.scaffold1.197.m1	gfo Idh family oxidoreductase	GO:0003951|GO:0005737|GO:0016491|GO:0008676|GO:0009058
SymbC1.scaffold1.1970.m1	hypothetical protein B7Z73_02935	GO:0005515|GO:0055085|GO:0022857
SymbC1.scaffold1.1971.m1	DNA gyrase subunit A	GO:0003677|GO:0005524|GO:0005694|GO:0003918|GO:0006265
SymbC1.scaffold1.1975.m1	transposase for insertion sequence transposase	GO:0003677|GO:0004803|GO:0006313
SymbC1.scaffold1.1977.m1	glycosyltransferase family 1	
SymbC1.scaffold1.1979.m1	aminotransferase class I II-fold pyridoxal phosphate-dependent enzyme	GO:0030170|GO:0003824|GO:0009058
SymbC1.scaffold1.1981.m1	porphobilinogen synthase	GO:0004655|GO:0046872|GO:0033014
SymbC1.scaffold1.1984.m1	magnesium chelatase	GO:0006836|GO:0005328|GO:0016021
SymbC1.scaffold1.1992.m1	hypothetical protein Psta_3006	
SymbC1.scaffold1.1995.m1	sulfate transporter	GO:0008272|GO:0008271|GO:0008270|GO:0055085|GO:0016021|GO:0004089
SymbC1.scaffold1.1997.m1	cytochrome-c peroxidase	GO:0016491|GO:0009055|GO:0055114|GO:0020037
SymbC1.scaffold1.2.m1	tandem-95 repeat	GO:0005509
SymbC1.scaffold1.2001.m1	Auracyanin-A precursor	GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.2002.m1	tetratricopeptide repeat	GO:0005515
SymbC1.scaffold1.2007.m1	asparagine synthase (glutamine-hydrolyzing)	GO:0006529|GO:0016829|GO:0004066
SymbC1.scaffold1.201.m1	isoaspartyl peptidase L-asparaginase	GO:0016787
SymbC1.scaffold1.2011.m1	N-acetylgalactosamine 6-sulfate sulfatase	GO:0003677|GO:0008484|GO:0000160|GO:0006355
SymbC1.scaffold1.202.m1	transcription-repair coupling factor	GO:0005524|GO:0006281|GO:0003755|GO:0003684
SymbC1.scaffold1.2021.m1	DUF1080 domain-containing	
SymbC1.scaffold1.2022.m1	DNA mismatch repair	GO:0005524|GO:0006508|GO:0004252|GO:0006298|GO:0030983
SymbC1.scaffold1.2023.m1	translation elongation factor EF-P	GO:0003746|GO:0005737|GO:0006414
SymbC1.scaffold1.2026.m1	tetratricopeptide repeat	GO:0016887|GO:0005524|GO:0005515
SymbC1.scaffold1.2027.m1	glycosyltransferase family 2	
SymbC1.scaffold1.2028.m1	glucose-6-phosphate isomerase	GO:0004347|GO:0006094|GO:0006096
SymbC1.scaffold1.2029.m1	50S ribosomal L17	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold1.203.m1	hypothetical protein COA78_23435	GO:0005515
SymbC1.scaffold1.2030.m1	DNA-directed RNA polymerase subunit alpha	GO:0003677|GO:0003899|GO:0006351|GO:0046983
SymbC1.scaffold1.2033.m1	DUF1553 domain-containing	GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.2035.m1	NA	
SymbC1.scaffold1.2036.m1	hypothetical protein	
SymbC1.scaffold1.2037.m1	DUF1553 domain-containing	GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.2039.m1	sialidase (Neuraminidase)	GO:0004308
SymbC1.scaffold1.2040.m1	NA	
SymbC1.scaffold1.2046.m1	lipopolysaccharide biosynthesis	GO:0016810|GO:0005975|GO:0016020
SymbC1.scaffold1.2048.m1	glycosyltransferase	
SymbC1.scaffold1.2049.m1	DUF1501 domain-containing	GO:0016491
SymbC1.scaffold1.205.m1	NAD(P) FAD-dependent oxidoreductase	GO:0016021
SymbC1.scaffold1.2050.m1	rhamnulokinase	GO:0008993|GO:0019301
SymbC1.scaffold1.2057.m1	ABC transporter permease	GO:0005525|GO:0016887|GO:0005524|GO:0004019|GO:0008484|GO:0016491|GO:0006164|GO:0016020|GO:0004672|GO:0006468
SymbC1.scaffold1.2063.m1	DUF1549 domain-containing	GO:0003824
SymbC1.scaffold1.2065.m1	nucleotide sugar dehydrogenase	GO:0016616|GO:0016628|GO:0051287|GO:0000271|GO:0055114
SymbC1.scaffold1.2066.m1	ATP-dependent protease ATPase subunit	GO:0016887|GO:0005524|GO:0050662|GO:0009376|GO:0005839|GO:0004298|GO:0051603
SymbC1.scaffold1.2072.m1	efflux RND transporter periplasmic adaptor subunit	GO:0055085|GO:0016020|GO:0005215
SymbC1.scaffold1.2073.m1	hypothetical protein	GO:0055085|GO:0016020|GO:0046873|GO:0030001
SymbC1.scaffold1.2075.m1	WYL domain-containing	
SymbC1.scaffold1.2082.m1	aldehyde:ferredoxin oxidoreductase	GO:0016625|GO:0005515|GO:0009055|GO:0006508|GO:0004252|GO:0055114|GO:0051536|GO:0043546
SymbC1.scaffold1.2085.m1	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	GO:0030270|GO:0006730
SymbC1.scaffold1.2088.m1	tungsten ABC transporter substrate-binding	
SymbC1.scaffold1.2089.m1	cytochrome C	GO:0005315|GO:0005524|GO:0009055|GO:0016020|GO:0015415|GO:0035435|GO:0020037
SymbC1.scaffold1.2093.m1	tRNA epoxyqueuosine(34) reductase	GO:0008616|GO:0016491|GO:0008033|GO:0051536
SymbC1.scaffold1.2095.m1	RNA polymerase subunit sigma-70	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1.2096.m1	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase	GO:0051539|GO:0016740|GO:0006400
SymbC1.scaffold1.2100.m1	sigma-54-dependent Fis family transcriptional regulator	GO:0000155|GO:0005524|GO:0000160|GO:0006355|GO:0043565|GO:0008134|GO:0016310
SymbC1.scaffold1.2103.m1	leucyl aminopeptidase	GO:0005737|GO:0006508|GO:0008235|GO:0004177|GO:0030145
SymbC1.scaffold1.2104.m1	histidinol dehydrogenase	GO:0008270|GO:0050661|GO:0050660|GO:0051287|GO:0055114|GO:0000105|GO:0004399|GO:0004499
SymbC1.scaffold1.2109.m1	DNA topoisomerase VI subunit B	GO:0003677|GO:0005524|GO:0000737|GO:0005694|GO:0003918|GO:0006265
SymbC1.scaffold1.2110.m1	peptide ABC transporter substrate-binding	GO:0055085|GO:0016020
SymbC1.scaffold1.2116.m1	DUF2262 domain-containing	
SymbC1.scaffold1.2117.m1	altronate dehydratase	GO:0016829
SymbC1.scaffold1.2118.m1	NAD-dependent epimerase dehydratase family	GO:0003854|GO:0004635|GO:0055114|GO:0000105|GO:0006694
SymbC1.scaffold1.2119.m1	DNA-binding	
SymbC1.scaffold1.2120.m1	DUF1592 domain-containing	GO:0005515
SymbC1.scaffold1.2121.m1	bifunctional NADP-dependent methylenetetrahydromethanopterin dehydrogenase methylenetetrahydrofolate dehydrogenase	
SymbC1.scaffold1.2122.m1	formaldehyde-activating enzyme	GO:0016051|GO:0016840
SymbC1.scaffold1.2125.m1	hypothetical protein	
SymbC1.scaffold1.2126.m1	hypothetical protein	GO:0003700|GO:0005515|GO:0006355|GO:0006352
SymbC1.scaffold1.2129.m1	biopolymer transporter	GO:0055085|GO:0022857
SymbC1.scaffold1.2134.m1	family heavy metal efflux RND transporter	GO:0006812|GO:0055085|GO:0016021|GO:0008324
SymbC1.scaffold1.2135.m1	family	GO:0006813|GO:0005524|GO:0008324
SymbC1.scaffold1.2137.m1	beta-ketoacyl-[acyl-carrier- ] synthase II	GO:0016747|GO:0048029|GO:0006633|GO:0005996|GO:0016853
SymbC1.scaffold1.2138.m1	[acyl-carrier- ] S-malonyltransferase	GO:0004314
SymbC1.scaffold1.2140.m1	peptidylprolyl isomerase	
SymbC1.scaffold1.2145.m1	signal recognition particle	GO:0005525|GO:0006614|GO:0048500|GO:0003924|GO:0008312
SymbC1.scaffold1.2147.m1	cytochrome c biogenesis transmembrane region	GO:0016020|GO:0045454|GO:0055114|GO:0017004
SymbC1.scaffold1.215.m1	cytochrome-c peroxidase	GO:0016491|GO:0009055|GO:0055114|GO:0020037
SymbC1.scaffold1.2153.m1	DUF1580 domain-containing	
SymbC1.scaffold1.2154.m1	transposase IS	
SymbC1.scaffold1.2155.m1	tandem-95 repeat	GO:0007154|GO:0005509|GO:0016021
SymbC1.scaffold1.2156.m1	IS3 family transposase	GO:0003676|GO:0015074
SymbC1.scaffold1.2157.m1	RNA polymerase subunit sigma-70	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1.2162.m1	serine threonine kinase	GO:0005524|GO:0003700|GO:0005515|GO:0006355|GO:0004672|GO:0006352|GO:0006468
SymbC1.scaffold1.2163.m1	NOP family class I SAM-dependent RNA methyltransferase	GO:0008168
SymbC1.scaffold1.2169.m1	L-iditol 2-dehydrogenase	GO:0055114
SymbC1.scaffold1.2171.m1	DUF697 domain-containing	GO:0005525
SymbC1.scaffold1.2177.m1	divalent-cation tolerance	GO:0010038
SymbC1.scaffold1.2179.m1	trigger factor	GO:0015031|GO:0006457
SymbC1.scaffold1.2180.m1	mannose-1-phosphate guanylyltransferase	GO:0016779|GO:0009058
SymbC1.scaffold1.2183.m1	cob(I)yrinic acid a,c-diamide adenosyltransferase	
SymbC1.scaffold1.2193.m1	family	
SymbC1.scaffold1.2194.m1	DUF1553 domain-containing	GO:0005515|GO:0003824|GO:0009055|GO:0020037
SymbC1.scaffold1.22.m1	co-chaperone	GO:0003700|GO:0005737|GO:0006355|GO:0006352|GO:0006457
SymbC1.scaffold1.2202.m1	type III secretion	GO:0006605|GO:0044780|GO:0016021|GO:0009306
SymbC1.scaffold1.2203.m1	flagellar biosynthetic	GO:0044781|GO:0016021|GO:0009306
SymbC1.scaffold1.2204.m1	DUF1800 domain-containing	
SymbC1.scaffold1.2206.m1	peptidase M36	GO:0005615|GO:0008270|GO:0006508|GO:0004252|GO:0004222
SymbC1.scaffold1.2207.m1	glycine oxidase	GO:0016491|GO:0050660|GO:0055114
SymbC1.scaffold1.221.m1	ATP-binding cassette domain-containing	GO:0016887|GO:0005524
SymbC1.scaffold1.2213.m1	capsular exopolysaccharide family	GO:0015159|GO:0015774|GO:0016020|GO:0045226|GO:0009103|GO:0030246
SymbC1.scaffold1.2215.m1	serine threonine kinase	GO:0005524|GO:0005515|GO:0004672|GO:0006468
SymbC1.scaffold1.2217.m1	DUF1080 domain-containing	
SymbC1.scaffold1.2220.m1	hypothetical protein	
SymbC1.scaffold1.2221.m1	phosphoglycerate dehydrogenase	GO:0051287|GO:0004617|GO:0006564|GO:0055114
SymbC1.scaffold1.2223.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold1.2224.m1	MULTISPECIES: ABC transporter permease	GO:0055085
SymbC1.scaffold1.2226.m1	hypothetical protein Psta_2539	GO:0008484
SymbC1.scaffold1.2228.m1	hypothetical protein	
SymbC1.scaffold1.2229.m1	DNA polymerase III subunit alpha	GO:0003676|GO:0008408|GO:0006260
SymbC1.scaffold1.224.m1	serine threonine kinase	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold1.2240.m1	FAD-dependent oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold1.2241.m1	squalene synthase	GO:0006696|GO:0004310|GO:0051996
SymbC1.scaffold1.2243.m1	flotillin family	
SymbC1.scaffold1.2246.m1	DUF1588 domain-containing	GO:0009055|GO:0020037
SymbC1.scaffold1.2248.m1	hypothetical protein	
SymbC1.scaffold1.225.m1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	GO:0005506|GO:0055114|GO:0046429|GO:0016114
SymbC1.scaffold1.2250.m1	glutamate-1-semialdehyde-2,1-aminomutase	GO:0030170|GO:0008483|GO:0042286|GO:0033014
SymbC1.scaffold1.2252.m1	hypothetical protein AMK72_01280	GO:0005515|GO:0003824
SymbC1.scaffold1.2253.m1	site-specific integrase	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold1.2254.m1	hypothetical protein	GO:0006109|GO:0003723|GO:0006402
SymbC1.scaffold1.2255.m1	#NAME?	GO:0003677|GO:0005524|GO:0032775|GO:0009007|GO:0016787
SymbC1.scaffold1.2256.m1	single-stranded DNA-binding	GO:0006260|GO:0003697
SymbC1.scaffold1.2257.m1	phage portal	
SymbC1.scaffold1.2258.m1	helix-turn-helix domain-containing	
SymbC1.scaffold1.2263.m1	CBS domain-containing	
SymbC1.scaffold1.2265.m1	aldehyde dehydrogenase family	GO:0055114|GO:0016620
SymbC1.scaffold1.2267.m1	ADP-forming succinate-- ligase subunit beta	GO:0005524|GO:0003824|GO:0046872|GO:0048037|GO:0016021|GO:0006099
SymbC1.scaffold1.2268.m1	50S ribosomal L20	GO:0003735|GO:0005840|GO:0019843|GO:0006412
SymbC1.scaffold1.2276.m1	signal recognition particle-docking	GO:0005525|GO:0006614
SymbC1.scaffold1.2277.m1	transcription antitermination factor	GO:0003723|GO:0006355|GO:0006353
SymbC1.scaffold1.2278.m1	6,7-dimethyl-8-ribityllumazine synthase	GO:0000906|GO:0009231|GO:0009349
SymbC1.scaffold1.228.m1	polyvinylalcohol dehydrogenase	GO:0016757|GO:0042802|GO:0043130|GO:0009103|GO:0008092|GO:0030674
SymbC1.scaffold1.2280.m1	bifunctional nicotinamidase pyrazinamidase	GO:0003824
SymbC1.scaffold1.2284.m1	Fe-S cluster assembly	GO:0016887|GO:0005524|GO:0048038|GO:0008137|GO:0055114|GO:0051539|GO:0016226
SymbC1.scaffold1.2285.m1	DUF59 domain-containing	GO:0016491|GO:0055114|GO:0051537
SymbC1.scaffold1.2286.m1	pre translocase subunit	GO:0016020
SymbC1.scaffold1.2291.m1	DUF1592 domain-containing	
