EntrezGeneID	Annotation
aten_0.1.m1.10440.m1	zinc finger FYVE domain-containing 21-like
aten_0.1.m1.10441.m1	Tip elongation aberrant 3
aten_0.1.m1.10442.m1	zinc finger -like 1 homolog
aten_0.1.m1.10443.m1	IWS1 homolog
aten_0.1.m1.10444.m1	potassium voltage-gated channel subfamily H member 5-like isoform X2
aten_0.1.m1.10446.m1	matrix metallo ase-25-like
aten_0.1.m1.10447.m1	PREDICTED: uncharacterized protein LOC107349804
aten_0.1.m1.10449.m1	Iron-sulfur cluster assembly 2 mitochondrial
aten_0.1.m1.1045.m1	vegetative cell wall gp1-like
aten_0.1.m1.10450.m1	glutaredoxin-related mitochondrial-like
aten_0.1.m1.10451.m1	seleno N-like
aten_0.1.m1.10452.m1	Tolloid 2
aten_0.1.m1.10453.m1	two pore calcium channel 1-like
aten_0.1.m1.10454.m1	O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like
aten_0.1.m1.10455.m1	diacyglycerol O-acyltransferase MT1468
aten_0.1.m1.10456.m1	diacyglycerol O-acyltransferase MT1468
aten_0.1.m1.10457.m1	---NA---
aten_0.1.m1.10458.m1	tRNA pseudouridine synthase Pus10
aten_0.1.m1.10459.m1	APOPT family mitochondrial
aten_0.1.m1.1046.m1	Coiled-coil domain-containing 149
aten_0.1.m1.10460.m1	kinetochore-associated NSL1 homolog
aten_0.1.m1.10461.m1	kanadaptin-like isoform X2
aten_0.1.m1.10462.m1	sphingolipid delta(4)-desaturase DES1-like
aten_0.1.m1.10463.m1	AP-5 complex subunit mu-1-like
aten_0.1.m1.10464.m1	sphingolipid delta(4)-desaturase DES1-like
aten_0.1.m1.10465.m1	sphingolipid delta(4)-desaturase DES1-like
aten_0.1.m1.10466.m1	PREDICTED: uncharacterized protein LOC107343319
aten_0.1.m1.10467.m1	nascent polypeptide-associated complex subunit muscle-specific form-like isoform X1
aten_0.1.m1.10468.m1	feline leukemia virus subgroup C receptor-related 2-like isoform X1
aten_0.1.m1.10469.m1	Dipeptidyl peptidase family member 6
aten_0.1.m1.1047.m1	transcription factor COE2-like
aten_0.1.m1.10470.m1	cornichon homolog 4-like
aten_0.1.m1.10471.m1	PREDICTED: LOW QUALITY PROTEIN: protein FAM161A-like
aten_0.1.m1.10472.m1	metastasis-associated MTA3-like
aten_0.1.m1.10473.m1	denticleless homolog
aten_0.1.m1.10474.m1	rok family
aten_0.1.m1.10475.m1	G patch domain-containing 11-like
aten_0.1.m1.10476.m1	T-complex 1 subunit delta
aten_0.1.m1.10477.m1	zinc finger 76-like
aten_0.1.m1.10478.m1	integrator complex subunit 7 isoform X2
aten_0.1.m1.10479.m1	TNF receptor-associated factor 4-like
aten_0.1.m1.1048.m1	Homeobox EMX1
aten_0.1.m1.10480.m1	ubiquinone biosynthesis monooxygenase mitochondrial-like
aten_0.1.m1.10481.m1	#NAME?
aten_0.1.m1.10482.m1	COMM domain-containing 1-like
aten_0.1.m1.10483.m1	sphingosine-1-phosphate phosphatase 2-like
aten_0.1.m1.10484.m1	exportin-1 isoform X1
aten_0.1.m1.10485.m1	N-acetyltransferase 6-like
aten_0.1.m1.10486.m1	Churchill-like isoform X2
aten_0.1.m1.10487.m1	E3 ubiquitin- ligase UBR2-like
aten_0.1.m1.10488.m1	CAAX prenyl protease 2-like
aten_0.1.m1.10489.m1	PREDICTED: uncharacterized protein LOC107357060
aten_0.1.m1.1049.m1	Golgi-associated plant pathogenesis-related 1
aten_0.1.m1.10490.m1	PREDICTED: uncharacterized protein LOC107357046, partial
aten_0.1.m1.10491.m1	dihydroxyacetone phosphate acyltransferase-like
aten_0.1.m1.10492.m1	uridine diphosphate glucose pyrophosphatase-like
aten_0.1.m1.10493.m1	WD repeat-containing 27-like
aten_0.1.m1.10494.m1	pleckstrin homology domain-containing family H member 2-like isoform X2
aten_0.1.m1.10495.m1	collagen alpha-1(XXII) chain-like
aten_0.1.m1.10496.m1	Tetratricopeptide repeat 28
aten_0.1.m1.10497.m1	HHIP 2
aten_0.1.m1.10498.m1	SERTA domain-containing 4
aten_0.1.m1.10499.m1	NAD-dependent deacetylase sirtuin-2-like
aten_0.1.m1.105.m1	microfibril-associated glyco 4-like isoform X1
aten_0.1.m1.1050.m1	Golgi-associated plant pathogenesis-related 1-like isoform X1
aten_0.1.m1.10500.m1	mediator of RNA polymerase II transcription subunit 29-like
aten_0.1.m1.10501.m1	RNA-binding 25
aten_0.1.m1.10502.m1	amine oxidase [flavin-containing] B-like
aten_0.1.m1.10503.m1	Mis18-binding 1
aten_0.1.m1.10504.m1	PREDICTED: uncharacterized protein LOC107345863
aten_0.1.m1.10505.m1	Cell death regulator Aven
aten_0.1.m1.10506.m1	tripartite motif-containing 2-like
aten_0.1.m1.10507.m1	jagged-1b-like isoform X1
aten_0.1.m1.10508.m1	inactive rhomboid 1-like
aten_0.1.m1.10509.m1	PREDICTED: uncharacterized protein LOC107345863
aten_0.1.m1.1051.m1	Golgi-associated plant pathogenesis-related 1-like isoform X1
aten_0.1.m1.10511.m1	neurogenic locus Notch -like
aten_0.1.m1.10512.m1	pecanex 4
aten_0.1.m1.10513.m1	TNF receptor-associated factor 5-like
aten_0.1.m1.10514.m1	multiple inositol polyphosphate phosphatase 1-like
aten_0.1.m1.10515.m1	FAM177A1-like
aten_0.1.m1.10516.m1	multiple inositol polyphosphate phosphatase 1-like
aten_0.1.m1.10518.m1	TNF receptor-associated factor 4
aten_0.1.m1.10519.m1	TNF receptor-associated factor 4-like
aten_0.1.m1.1052.m1	Golgi-associated plant pathogenesis-related 1-like isoform X1
aten_0.1.m1.10520.m1	TNF receptor-associated factor 5-like
aten_0.1.m1.10521.m1	---NA---
aten_0.1.m1.10522.m1	hypothetical protein AWC38_SpisGene20675
aten_0.1.m1.10524.m1	proton-coupled folate transporter-like
aten_0.1.m1.10525.m1	vacuolar sorting-associated 54-like isoform X1
aten_0.1.m1.10526.m1	Glycogen phosphorylase
aten_0.1.m1.10527.m1	DNA repair RAD51 homolog 1
aten_0.1.m1.10528.m1	zinc finger FYVE domain-containing 26-like isoform X1
aten_0.1.m1.10529.m1	O-acetyl-ADP-ribose deacetylase MACROD1-like
aten_0.1.m1.1053.m1	transient receptor potential cation channel subfamily A member 1-like
aten_0.1.m1.10530.m1	PREDICTED: uncharacterized protein LOC107354586
aten_0.1.m1.10531.m1	WD repeat and SOCS box-containing 1-like
aten_0.1.m1.10532.m1	ras-related Rab-4B
aten_0.1.m1.10533.m1	inositol-pentakisphosphate 2-kinase-like
aten_0.1.m1.10534.m1	28S ribosomal mitochondrial
aten_0.1.m1.10535.m1	cilia and spindle-associated -like
aten_0.1.m1.10536.m1	cytochrome c oxidase assembly COX16 mitochondrial-like
aten_0.1.m1.10537.m1	atlastin-2-like isoform X4
aten_0.1.m1.10538.m1	CCAAT enhancer-binding zeta-like
aten_0.1.m1.10539.m1	uncharacterized skeletal organic matrix 5-like
aten_0.1.m1.1054.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.10540.m1	adenosine receptor A2b-like
aten_0.1.m1.10541.m1	adenosine receptor A2b-like
aten_0.1.m1.10542.m1	adenosine receptor A2b-like
aten_0.1.m1.10543.m1	probable cubilin
aten_0.1.m1.10544.m1	DBH-like monooxygenase 1 isoform X1
aten_0.1.m1.10545.m1	DBH-like monooxygenase 1
aten_0.1.m1.10546.m1	DBH-like monooxygenase 1 isoform X1
aten_0.1.m1.10547.m1	DBH-like monooxygenase 1 isoform X1
aten_0.1.m1.10548.m1	PREDICTED: uncharacterized protein LOC107341937 isoform X1
aten_0.1.m1.10549.m1	TNF receptor-associated factor 3-like
aten_0.1.m1.1055.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.10550.m1	EGF-containing fibulin-like extracellular matrix 1 isoform X1
aten_0.1.m1.10551.m1	uncharacterized skeletal organic matrix 5-like
aten_0.1.m1.10552.m1	HEG-like 1
aten_0.1.m1.10553.m1	small nuclear ribonucleo Sm D2
aten_0.1.m1.10554.m1	RISC-loading complex subunit TARBP2
aten_0.1.m1.10555.m1	ras-related Rab-32B-like
aten_0.1.m1.10556.m1	Interferon regulatory factor 2-binding 1
aten_0.1.m1.10557.m1	TNF receptor-associated factor 3-like
aten_0.1.m1.10558.m1	---NA---
aten_0.1.m1.10559.m1	neurogenic locus notch homolog 1-like isoform X3
aten_0.1.m1.1056.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.10560.m1	UV-stimulated scaffold A-like
aten_0.1.m1.10561.m1	U4 U6 small nuclear ribonucleo Prp31-like
aten_0.1.m1.10562.m1	mitochondrial import inner membrane translocase subunit Tim9-like
aten_0.1.m1.10563.m1	microtubule-associated s 1A 1B light chain 3C-like
aten_0.1.m1.10564.m1	interferon regulatory factor 2-binding -like
aten_0.1.m1.10565.m1	TALPID3 -like
aten_0.1.m1.10566.m1	annexin A13-like isoform X2
aten_0.1.m1.10567.m1	XK-related 6-like
aten_0.1.m1.10568.m1	zinc metallo ase nas-14-like isoform X1
aten_0.1.m1.10570.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10571.m1	XK-related 6-like isoform X2
aten_0.1.m1.10572.m1	Malate cytoplasmic
aten_0.1.m1.10573.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10574.m1	PREDICTED: uncharacterized protein LOC107337687
aten_0.1.m1.10575.m1	amiloride-sensitive amine oxidase [copper-containing]-like
aten_0.1.m1.10576.m1	PREDICTED: uncharacterized protein LOC107342649
aten_0.1.m1.10577.m1	steroid 17-alpha-hydroxylase 17,20 lyase-like
aten_0.1.m1.10578.m1	XK-related 6-like isoform X1
aten_0.1.m1.10579.m1	PREDICTED: neurexin-3-like
aten_0.1.m1.1058.m1	serine threonine- kinase
aten_0.1.m1.10580.m1	probable 28S ribosomal mitochondrial
aten_0.1.m1.10581.m1	probable 28S ribosomal mitochondrial
aten_0.1.m1.10582.m1	retinol dehydrogenase 13-like
aten_0.1.m1.10583.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10584.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10585.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10586.m1	PREDICTED: uncharacterized protein LOC107337657
aten_0.1.m1.10587.m1	low-density lipo receptor-related 4-like isoform X3
aten_0.1.m1.10588.m1	---NA---
aten_0.1.m1.10589.m1	fibrillin-1-like isoform X1
aten_0.1.m1.1059.m1	serine threonine- kinase
aten_0.1.m1.10590.m1	phosphomevalonate kinase isoform X1
aten_0.1.m1.10591.m1	---NA---
aten_0.1.m1.10592.m1	ATP-dependent helicase SGS1
aten_0.1.m1.10593.m1	dnaJ homolog subfamily C member 24
aten_0.1.m1.10594.m1	short transient receptor potential channel 4-like isoform X2
aten_0.1.m1.10595.m1	soluble adenylyl cyclase
aten_0.1.m1.10597.m1	Dipeptidyl peptidase 3
aten_0.1.m1.10599.m1	monocarboxylate transporter 10-like
aten_0.1.m1.1060.m1	Superoxide dismutase [Cu-Zn] 1
aten_0.1.m1.10600.m1	Fumarate mitochondrial
aten_0.1.m1.10601.m1	28S ribosomal mitochondrial
aten_0.1.m1.10602.m1	---NA---
aten_0.1.m1.10603.m1	4-hydroxybutyrate coenzyme A transferase
aten_0.1.m1.10604.m1	Vascular endothelial growth factor receptor 2
aten_0.1.m1.10605.m1	E3 ubiquitin- ligase HACE1
aten_0.1.m1.10606.m1	synaptotagmin-16-like isoform X1
aten_0.1.m1.10608.m1	Maternal exuperantia
aten_0.1.m1.10609.m1	carbonic anhydrase 2-like
aten_0.1.m1.10610.m1	chitinase-3 1
aten_0.1.m1.10611.m1	probable chitinase 3
aten_0.1.m1.10612.m1	chitinase 3
aten_0.1.m1.10613.m1	Fibroblast growth factor receptor 1
aten_0.1.m1.10614.m1	fibroblast growth factor receptor 3-like
aten_0.1.m1.10615.m1	maleylacetoacetate isomerase-like isoform X1
aten_0.1.m1.10616.m1	Mast stem cell growth factor receptor Kit
aten_0.1.m1.10617.m1	Mast stem cell growth factor receptor Kit
aten_0.1.m1.10618.m1	melatonin receptor type 1B-B-like
aten_0.1.m1.10619.m1	hypothetical protein AWC38_SpisGene21991
aten_0.1.m1.1062.m1	RNA-directed DNA polymerase from transposon X-element
aten_0.1.m1.10620.m1	mitochondrial basic amino acids transporter-like
aten_0.1.m1.10621.m1	cTAGE family member 5
aten_0.1.m1.10622.m1	calcium calmodulin-dependent kinase type II subunit delta-like
aten_0.1.m1.10623.m1	cell division control 42 homolog
aten_0.1.m1.10624.m1	inositol-3-phosphate synthase-like
aten_0.1.m1.10625.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.10626.m1	seipin-like isoform X2
aten_0.1.m1.10627.m1	uncharacterized protein LOC111323246
aten_0.1.m1.10628.m1	uncharacterized protein C19orf47-like
aten_0.1.m1.10631.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.10632.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.10634.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.10635.m1	PREDICTED: uncharacterized protein LOC107351389 isoform X2
aten_0.1.m1.10636.m1	PREDICTED: uncharacterized protein LOC107351389 isoform X2
aten_0.1.m1.10638.m1	PREDICTED: uncharacterized protein LOC107351389 isoform X2
aten_0.1.m1.10639.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.1064.m1	transient receptor potential cation channel subfamily A member 1-like
aten_0.1.m1.10640.m1	hypothetical protein AWC38_SpisGene15873
aten_0.1.m1.10641.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.10642.m1	metabotropic glutamate receptor 3-like
aten_0.1.m1.10643.m1	PREDICTED: uncharacterized protein LOC107351391
aten_0.1.m1.10644.m1	PREDICTED: uncharacterized protein LOC107351390 isoform X1
aten_0.1.m1.10645.m1	PREDICTED: uncharacterized protein LOC107351387 isoform X1
aten_0.1.m1.10646.m1	phosphatidylinositol-glycan biosynthesis class F -like
aten_0.1.m1.10647.m1	PREDICTED: uncharacterized protein LOC107351389 isoform X1
aten_0.1.m1.10648.m1	beta,beta-carotene 9 ,10 -oxygenase-like
aten_0.1.m1.10649.m1	beta,beta-carotene 9 ,10 -oxygenase-like
aten_0.1.m1.1065.m1	transient receptor potential cation channel subfamily A member 1-like
aten_0.1.m1.10650.m1	glycerophosphodiester phosphodiesterase GDPD5-like
aten_0.1.m1.10651.m1	cell wall adhesin EAP1-like
aten_0.1.m1.10652.m1	collagen alpha chain CG42342-like
aten_0.1.m1.10653.m1	peroxisome assembly factor 2-like
aten_0.1.m1.10654.m1	PREDICTED: uncharacterized protein LOC107340338 isoform X5
aten_0.1.m1.10655.m1	PREDICTED: uncharacterized protein LOC107340338 isoform X1
aten_0.1.m1.10657.m1	PREDICTED: uncharacterized protein LOC107340334
aten_0.1.m1.10658.m1	dentin sialophospho -like isoform X1
aten_0.1.m1.10659.m1	PREDICTED: uncharacterized protein LOC107330360
aten_0.1.m1.1066.m1	probable ATP-dependent RNA helicase DDX56
aten_0.1.m1.10660.m1	PREDICTED: uncharacterized protein LOC107340323
aten_0.1.m1.10661.m1	abscission ut checkpoint regulator-like isoform X1
aten_0.1.m1.10662.m1	centrosomal of 170 kDa B-like
aten_0.1.m1.10663.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.10664.m1	methyltransferase 5
aten_0.1.m1.10665.m1	cytochrome c oxidase assembly factor 4 mitochondrial-like
aten_0.1.m1.10666.m1	O-mannosyl-transferase 2-like isoform X1
aten_0.1.m1.10667.m1	monoacylglycerol lipase ABHD12-like
aten_0.1.m1.10668.m1	cell death abnormality 1-like isoform X1
aten_0.1.m1.10669.m1	DNA replication complex GINS PSF1-like
aten_0.1.m1.1067.m1	retinol dehydrogenase 8-like
aten_0.1.m1.10670.m1	PREDICTED: uncharacterized protein LOC107357918, partial
aten_0.1.m1.10671.m1	RNA-binding lark-like isoform X3
aten_0.1.m1.10672.m1	delta(14)-sterol reductase-like
aten_0.1.m1.10673.m1	delta(14)-sterol reductase-like
aten_0.1.m1.10674.m1	Phosphatidylinositol phosphatase PTPRQ
aten_0.1.m1.10675.m1	receptor-type tyrosine- phosphatase delta-like
aten_0.1.m1.10676.m1	vasodilator-stimulated phospho -like isoform X3
aten_0.1.m1.10677.m1	26S protease regulatory subunit 4
aten_0.1.m1.10678.m1	uncharacterized protein LOC110062357
aten_0.1.m1.10679.m1	sodium channel 60E-like
aten_0.1.m1.1068.m1	F-box only 22-like
aten_0.1.m1.10680.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.10682.m1	sodium channel 1 brain-like
aten_0.1.m1.10683.m1	LINE-1 reverse transcriptase-like
aten_0.1.m1.10684.m1	calpain-B-like isoform X2
aten_0.1.m1.10685.m1	acid phosphatase type 7-like
aten_0.1.m1.10686.m1	neutral alpha-glucosidase AB-like
aten_0.1.m1.10687.m1	predicted protein
aten_0.1.m1.10688.m1	calcineurin subunit B type 1
aten_0.1.m1.10689.m1	hypothetical protein AWC38_SpisGene21991
aten_0.1.m1.1069.m1	PREDICTED: uncharacterized protein LOC107349328
aten_0.1.m1.10690.m1	predicted protein
aten_0.1.m1.10692.m1	ecdysoneless homolog isoform X1
aten_0.1.m1.10694.m1	diacyglycerol O-acyltransferase MT1468
aten_0.1.m1.10695.m1	glutaminyl-peptide cyclotransferase-like
aten_0.1.m1.10696.m1	kinetochore-associated 1-like
aten_0.1.m1.10697.m1	pre-mRNA-processing factor 39-like
aten_0.1.m1.10698.m1	glycine N-methyltransferase-like
aten_0.1.m1.10699.m1	Transmembrane 179B
aten_0.1.m1.107.m1	Reticulocyte-binding 2-like a
aten_0.1.m1.1070.m1	Insoluble matrix shell 1
aten_0.1.m1.10700.m1	uncharacterized protein LOC110057257
aten_0.1.m1.10701.m1	PREDICTED: uncharacterized protein LOC107352025
aten_0.1.m1.10702.m1	Ras-related Rab-13
aten_0.1.m1.10703.m1	cysteine-rich PDZ-binding -like
aten_0.1.m1.10704.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.10705.m1	kinetochore-associated 1-like
aten_0.1.m1.10706.m1	Dynein light chain roadblock-type 2
aten_0.1.m1.10707.m1	ubiquitin FUBI
aten_0.1.m1.10708.m1	PREDICTED: uncharacterized protein LOC107352021 isoform X1
aten_0.1.m1.10709.m1	acid phosphatase type 7-like
aten_0.1.m1.1071.m1	transient receptor potential cation channel subfamily V member 3-like
aten_0.1.m1.10710.m1	UBX domain-containing 1-like
aten_0.1.m1.10711.m1	PREDICTED: uncharacterized protein LOC107351089
aten_0.1.m1.10712.m1	ribosomal RNA processing 36 homolog
aten_0.1.m1.10713.m1	ribosomal RNA processing 36 homolog
aten_0.1.m1.10714.m1	melanocyte-stimulating hormone receptor-like
aten_0.1.m1.10715.m1	zinc phosphodiesterase ELAC 1-like
aten_0.1.m1.10716.m1	calpain-9-like isoform X1
aten_0.1.m1.10718.m1	hypothetical protein AWC38_SpisGene8908
aten_0.1.m1.10719.m1	splicing factor 3B subunit 2-like
aten_0.1.m1.1072.m1	cyclic AMP-responsive element-binding 3 2 isoform X1
aten_0.1.m1.10720.m1	sodium channel 1 brain-like
aten_0.1.m1.10721.m1	sodium channel 1 brain-like
aten_0.1.m1.10722.m1	Alpha-1B adrenergic receptor
aten_0.1.m1.10723.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10724.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10725.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10727.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10728.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R1 2
aten_0.1.m1.10729.m1	PREDICTED: uncharacterized protein LOC107327414
aten_0.1.m1.1073.m1	allatostatin-A receptor-like isoform X3
aten_0.1.m1.10731.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.10733.m1	PREDICTED: uncharacterized protein LOC107338414
aten_0.1.m1.10734.m1	PREDICTED: uncharacterized protein LOC107338414
aten_0.1.m1.10735.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10736.m1	PREDICTED: uncharacterized protein LOC107346763
aten_0.1.m1.10737.m1	PREDICTED: uncharacterized protein LOC107338466
aten_0.1.m1.10739.m1	probable RNA-binding EIF1AD
aten_0.1.m1.1074.m1	DNA-directed RNA polymerase II subunit RPB2
aten_0.1.m1.10741.m1	serine threonine- kinase VRK1-like
aten_0.1.m1.10742.m1	phosphatase 1 regulatory subunit 37-like
aten_0.1.m1.10743.m1	phytanoyl- dioxygenase
aten_0.1.m1.10744.m1	Cytochrome c oxidase subunit 7A-related mitochondrial
aten_0.1.m1.10745.m1	breast cancer metastasis-suppressor 1 -A
aten_0.1.m1.10746.m1	Hydroxyethylthiazole kinase
aten_0.1.m1.10747.m1	barrier-to-autointegration factor
aten_0.1.m1.10748.m1	barrier-to-autointegration factor
aten_0.1.m1.10749.m1	apoptosis regulatory Siva
aten_0.1.m1.1075.m1	ES1 mitochondrial-like
aten_0.1.m1.10750.m1	proto-oncogene c-Fos-like isoform X3
aten_0.1.m1.10751.m1	Transforming v-Fos v-Fox
aten_0.1.m1.10752.m1	PREDICTED: uncharacterized protein LOC107332232
aten_0.1.m1.10753.m1	cyclic AMP-dependent transcription factor ATF-3-like
aten_0.1.m1.10754.m1	PREDICTED: uncharacterized protein LOC107332225 isoform X2
aten_0.1.m1.10755.m1	E3 ubiquitin- ligase HECTD1 isoform X1
aten_0.1.m1.10756.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R1 2
aten_0.1.m1.10757.m1	PREDICTED: uncharacterized protein LOC107345062
aten_0.1.m1.10758.m1	Mitochondrial dynamics MID51
aten_0.1.m1.10759.m1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC107339758
aten_0.1.m1.1076.m1	uncharacterized protein LOC111338837
aten_0.1.m1.10760.m1	PREDICTED: uncharacterized protein LOC107332224
aten_0.1.m1.10761.m1	PREDICTED: uncharacterized protein LOC107340783
aten_0.1.m1.10762.m1	PREDICTED: uncharacterized protein LOC107332225 isoform X1
aten_0.1.m1.10766.m1	---NA---
aten_0.1.m1.10767.m1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC107333394, partial
aten_0.1.m1.10768.m1	Sorting nexin-11
aten_0.1.m1.10769.m1	PREDICTED: uncharacterized protein LOC107345062
aten_0.1.m1.1077.m1	nuclear receptor-binding factor 2-like isoform X1
aten_0.1.m1.10770.m1	PREDICTED: uncharacterized protein LOC107345063
aten_0.1.m1.10772.m1	acid sphingomyelinase-like phosphodiesterase 3b
aten_0.1.m1.10773.m1	G2 M phase-specific E3 ubiquitin- ligase-like
aten_0.1.m1.10774.m1	tyrosine- kinase Fer-like isoform X3
aten_0.1.m1.10777.m1	THAP domain-containing 5-like
aten_0.1.m1.10778.m1	uncharacterized protein LOC111326679 isoform X1
aten_0.1.m1.1078.m1	RING finger 37
aten_0.1.m1.10782.m1	tyrosine- kinase Fer-like isoform X3
aten_0.1.m1.10783.m1	---NA---
aten_0.1.m1.10784.m1	filaggrin-2-like isoform X1
aten_0.1.m1.10785.m1	PREDICTED: uncharacterized protein LOC107345061 isoform X1
aten_0.1.m1.10786.m1	uncharacterized protein LOC111134069
aten_0.1.m1.10787.m1	tyrosine- kinase Fer-like isoform X3
aten_0.1.m1.10788.m1	PREDICTED: uncharacterized protein LOC107345063
aten_0.1.m1.10789.m1	PREDICTED: uncharacterized protein LOC107345071 isoform X1
aten_0.1.m1.1079.m1	SCO-spondin-like
aten_0.1.m1.10790.m1	PREDICTED: uncharacterized protein LOC107350131
aten_0.1.m1.10791.m1	Serine threonine- kinase Nek6
aten_0.1.m1.10792.m1	RNA-directed DNA polymerase from mobile element jockey-like
